order_id,product_id,customer_name,quantity,unit_price,total_sales_amount,product_line,order_date,status,city,country,percentage_share_by_category,order_month,order_quarter,order_year,order_month_number,order_day_of_week
10413,S50_1514,Gift Depot Inc.,51,63.85,3256.35,Trains,2005-05-05,Shipped,Bridgewater,USA,1.51,2005-05-01 00:00:00,2005-04-01 00:00:00,2005-01-01 00:00:00,5,Thursday
10104,S32_3207,Euro Shopping Channel,49,65.87,3227.63,Trains,2003-01-31,Shipped,Madrid,Spain,1.5,2003-01-01 00:00:00,2003-01-01 00:00:00,2003-01-01 00:00:00,1,Friday
10127,S50_1514,Muscle Machine Inc,46,69.12,3179.52,Trains,2003-06-03,Shipped,NYC,USA,1.48,2003-06-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,6,Tuesday
10142,S32_3207,Mini Gifts Distributors Ltd.,42,74.57,3131.94,Trains,2003-08-08,Shipped,San Rafael,USA,1.45,2003-08-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,8,Friday
10247,S50_1514,Suominen Souveniers,49,63.85,3128.65,Trains,2004-05-05,Shipped,Espoo,Finland,1.45,2004-05-01 00:00:00,2004-04-01 00:00:00,2004-01-01 00:00:00,5,Wednesday
10177,S18_3259,CAF Imports,29,100.0,3070.52,Trains,2003-11-07,Shipped,Madrid,Spain,1.43,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Friday
10371,S32_3207,Mini Gifts Distributors Ltd.,30,99.55,2986.5,Trains,2005-01-23,Shipped,San Rafael,USA,1.39,2005-01-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,1,Sunday
10272,S32_3207,Diecast Classics Inc.,45,64.63,2908.35,Trains,2004-07-20,Shipped,Allentown,USA,1.35,2004-07-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,7,Tuesday
10196,S50_1514,Super Scale Inc.,46,62.09,2856.14,Trains,2003-11-26,Shipped,New Haven,USA,1.33,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Wednesday
10230,S32_3207,"Blauer See Auto, Co.",46,60.9,2801.4,Trains,2004-03-15,Shipped,Frankfurt,Germany,1.3,2004-03-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,3,Monday
10336,S32_3207,"La Corne D'abondance, Co.",31,84.71,2626.01,Trains,2004-11-20,Shipped,Paris,France,1.22,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Saturday
10153,S18_3259,Euro Shopping Channel,29,88.74,2573.46,Trains,2003-09-28,Shipped,Madrid,Spain,1.19,2003-09-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,9,Sunday
10165,S50_1514,"Dragon Souveniers, Ltd.",38,66.78,2537.64,Trains,2003-10-22,Shipped,Singapore,Singapore,1.18,2003-10-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,10,Wednesday
10207,S32_3207,Diecast Collectables,45,56.55,2544.75,Trains,2003-12-09,Shipped,Boston,USA,1.18,2003-12-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,12,Tuesday
10375,S24_4278,La Rochelle Gifts,43,100.0,10039.6,Planes,2005-02-03,Shipped,Nantes,France,1.16,2005-02-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,2,Thursday
10388,S700_1691,FunGiftIdeas.com,46,100.0,10066.6,Planes,2005-03-03,Shipped,New Bedford,USA,1.16,2005-03-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,3,Thursday
10314,S18_3259,Heintze Collectables,23,100.0,2481.7,Trains,2004-10-22,Shipped,Aaarhus,Denmark,1.15,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Friday
10221,S24_2011,Petit Auto,49,100.0,6804.63,Ships,2004-02-18,Shipped,Bruxelles,Belgium,1.15,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Wednesday
10282,S50_1514,Mini Gifts Distributors Ltd.,37,66.78,2470.86,Trains,2004-08-20,Shipped,San Rafael,USA,1.15,2004-08-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,8,Friday
10184,S32_3207,"Iberia Gift Imports, Corp.",48,50.95,2445.6,Trains,2003-11-14,Shipped,Sevilla,Spain,1.14,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Friday
10176,S50_1514,L'ordine Souveniers,38,64.44,2448.72,Trains,2003-11-06,Shipped,Reggio Emilia,Italy,1.14,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Thursday
10272,S50_1514,Diecast Classics Inc.,43,56.82,2443.26,Trains,2004-07-20,Shipped,Allentown,USA,1.13,2004-07-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,7,Tuesday
10293,S18_3259,Amica Models & Co.,22,100.0,2418.24,Trains,2004-09-09,Shipped,Torino,Italy,1.12,2004-09-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,9,Thursday
10165,S32_3207,"Dragon Souveniers, Ltd.",44,53.44,2351.36,Trains,2003-10-22,Shipped,Singapore,Singapore,1.09,2003-10-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,10,Wednesday
10314,S50_1514,Heintze Collectables,38,61.51,2337.38,Trains,2004-10-22,Shipped,Aaarhus,Denmark,1.09,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Friday
10384,S700_1938,Corporate Gift Ideas Co.,49,100.0,6397.44,Ships,2005-02-23,Shipped,San Francisco,USA,1.08,2005-02-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,2,Wednesday
10306,S32_3207,"AV Stores, Co.",46,50.33,2315.18,Trains,2004-10-14,Shipped,Manchester,UK,1.08,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Thursday
10314,S32_3207,Heintze Collectables,35,66.49,2327.15,Trains,2004-10-22,Shipped,Aaarhus,Denmark,1.08,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Friday
10105,S24_2011,Danish Wholesale Imports,43,100.0,6341.21,Ships,2003-02-11,Shipped,Kobenhavn,Denmark,1.07,2003-02-01 00:00:00,2003-01-01 00:00:00,2003-01-01 00:00:00,2,Tuesday
10337,S50_1514,Classic Legends Inc.,21,100.0,2296.77,Trains,2004-11-21,Shipped,NYC,USA,1.07,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Sunday
10383,S50_1514,Euro Shopping Channel,38,60.06,2282.28,Trains,2005-02-22,Shipped,Madrid,Spain,1.06,2005-02-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,2,Tuesday
10403,S10_4698,"UK Collectables, Ltd.",66,100.0,11886.6,Motorcycles,2005-04-08,Shipped,Liverpool,UK,1.05,2005-04-01 00:00:00,2005-04-01 00:00:00,2005-01-01 00:00:00,4,Friday
10336,S18_3259,"La Corne D'abondance, Co.",21,100.0,2230.41,Trains,2004-11-20,Shipped,Paris,France,1.04,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Saturday
10230,S50_1514,"Blauer See Auto, Co.",43,52.14,2242.02,Trains,2004-03-15,Shipped,Frankfurt,Germany,1.04,2004-03-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,3,Monday
10177,S24_2011,CAF Imports,50,100.0,6083.0,Ships,2003-11-07,Shipped,Madrid,Spain,1.03,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Friday
10129,S24_2011,"Stylish Desk Decors, Co.",45,100.0,6027.75,Ships,2003-06-12,Shipped,London,UK,1.02,2003-06-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,6,Thursday
10396,S18_3259,Mini Gifts Distributors Ltd.,24,89.75,2154.0,Trains,2005-03-23,Shipped,San Rafael,USA,1.0,2005-03-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,3,Wednesday
10142,S18_3259,Mini Gifts Distributors Ltd.,22,97.81,2151.82,Trains,2003-08-08,Shipped,San Rafael,USA,1.0,2003-08-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,8,Friday
10282,S32_3207,Mini Gifts Distributors Ltd.,36,59.65,2147.4,Trains,2004-08-20,Shipped,San Rafael,USA,1.0,2004-08-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,8,Friday
10372,S18_3259,"Tokyo Collectables, Ltd",25,84.71,2117.75,Trains,2005-01-26,Shipped,Minato-ku,Japan,0.98,2005-01-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,1,Wednesday
10292,S32_3207,Land of Toys Inc.,31,67.73,2099.63,Trains,2004-09-08,Shipped,NYC,USA,0.97,2004-09-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,9,Wednesday
10142,S50_1514,Mini Gifts Distributors Ltd.,42,49.79,2091.18,Trains,2003-08-08,Shipped,San Rafael,USA,0.97,2003-08-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,8,Friday
10396,S24_2011,Mini Gifts Distributors Ltd.,49,100.0,5720.75,Ships,2005-03-23,Shipped,San Rafael,USA,0.97,2005-03-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,3,Wednesday
10232,S24_2011,giftsbymail.co.uk,46,100.0,5652.94,Ships,2004-03-20,Shipped,Cowes,UK,0.96,2004-03-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,3,Saturday
10220,S50_1514,"Clover Collections, Co.",30,68.54,2056.2,Trains,2004-02-12,Shipped,Dublin,Ireland,0.95,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Thursday
10127,S32_3207,Muscle Machine Inc,29,70.84,2054.36,Trains,2003-06-03,Shipped,NYC,USA,0.95,2003-06-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,6,Tuesday
10306,S50_1514,"AV Stores, Co.",34,60.34,2051.56,Trains,2004-10-14,Shipped,Manchester,UK,0.95,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Thursday
10250,S18_1662,The Sharp Gifts Warehouse,45,100.0,8160.3,Planes,2004-05-11,Shipped,San Jose,USA,0.94,2004-05-01 00:00:00,2004-04-01 00:00:00,2004-01-01 00:00:00,5,Tuesday
10117,S18_3259,"Dragon Souveniers, Ltd.",21,95.8,2011.8,Trains,2003-04-16,Shipped,Singapore,Singapore,0.93,2003-04-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,4,Wednesday
10247,S32_3207,Suominen Souveniers,40,49.71,1988.4,Trains,2004-05-05,Shipped,Espoo,Finland,0.92,2004-05-01 00:00:00,2004-04-01 00:00:00,2004-01-01 00:00:00,5,Wednesday
10153,S24_2011,Euro Shopping Channel,40,100.0,5456.4,Ships,2003-09-28,Shipped,Madrid,Spain,0.92,2003-09-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,9,Sunday
10208,S50_1514,"Saveley & Henriot, Co.",30,65.61,1968.3,Trains,2004-01-02,Shipped,Lyon,France,0.91,2004-01-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,1,Friday
10292,S50_1514,Land of Toys Inc.,35,55.07,1927.45,Trains,2004-09-08,Shipped,NYC,USA,0.9,2004-09-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,9,Wednesday
10283,S24_2011,"Royal Canadian Collectables, Ltd.",42,100.0,5316.36,Ships,2004-08-20,Shipped,Tsawassen,Canada,0.9,2004-08-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,8,Friday
10397,S700_3505,Alpha Cognac,48,100.0,5192.64,Ships,2005-03-28,Shipped,Toulouse,France,0.88,2005-03-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,3,Monday
10117,S24_2011,"Dragon Souveniers, Ltd.",41,100.0,5189.78,Ships,2003-04-16,Shipped,Singapore,Singapore,0.88,2003-04-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,4,Wednesday
10223,S10_4698,"Australian Collectors, Co.",49,100.0,9774.03,Motorcycles,2004-02-20,Shipped,Melbourne,Australia,0.87,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Friday
10198,S18_1662,Cruz & Sons Co.,42,100.0,7483.98,Planes,2003-11-27,Shipped,Makati City,Philippines,0.86,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Thursday
10221,S18_3259,Petit Auto,23,80.67,1855.41,Trains,2004-02-18,Shipped,Bruxelles,Belgium,0.86,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Wednesday
10307,S18_1662,"Classic Gift Ideas, Inc",39,100.0,7379.97,Planes,2004-10-14,Shipped,Philadelphia,USA,0.85,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Thursday
10325,S32_2509,Baane Mini Imports,38,100.0,8844.12,Trucks and Buses,2004-11-05,Shipped,Stavern,Norway,0.85,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Friday
10394,S32_3207,Euro Shopping Channel,30,60.28,1808.4,Trains,2005-03-15,Shipped,Madrid,Spain,0.84,2005-03-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,3,Tuesday
10195,S32_3207,Mini Classics,33,54.68,1804.44,Trains,2003-11-25,Shipped,White Plains,USA,0.84,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Tuesday
10388,S700_2834,FunGiftIdeas.com,50,100.0,7154.5,Planes,2005-03-03,Shipped,New Bedford,USA,0.83,2005-03-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,3,Thursday
10153,S50_1514,Euro Shopping Channel,31,57.41,1779.71,Trains,2003-09-28,Shipped,Madrid,Spain,0.83,2003-09-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,9,Sunday
10120,S10_4698,"Australian Collectors, Co.",46,100.0,9264.86,Motorcycles,2003-04-29,Shipped,Melbourne,Australia,0.82,2003-04-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,4,Tuesday
10318,S700_2834,Diecast Classics Inc.,50,100.0,7119.0,Planes,2004-11-02,Shipped,Allentown,USA,0.82,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Tuesday
10370,S12_1666,"Anna's Decorations, Ltd",49,100.0,8470.14,Trucks and Buses,2005-01-20,Shipped,North Sydney,Australia,0.81,2005-01-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,1,Thursday
10412,S24_2300,Euro Shopping Channel,70,100.0,8498.0,Trucks and Buses,2005-05-03,Shipped,Madrid,Spain,0.81,2005-05-01 00:00:00,2005-04-01 00:00:00,2005-01-01 00:00:00,5,Tuesday
10119,S18_1662,Salzburg Collectables,43,100.0,6916.12,Planes,2003-04-28,Shipped,Salzburg,Austria,0.8,2003-04-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,4,Monday
10222,S18_1662,Collectable Mini Designs Co.,49,100.0,6954.08,Planes,2004-02-19,Shipped,San Diego,USA,0.8,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Thursday
10196,S700_1938,Super Scale Inc.,50,94.4,4720.0,Ships,2003-11-26,Shipped,New Haven,USA,0.8,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Wednesday
10180,S10_4698,Daedalus Designs Imports,41,100.0,8892.9,Motorcycles,2003-11-11,Shipped,Lille,France,0.79,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Tuesday
10324,S32_3522,Vitachrome Inc.,48,100.0,8209.44,Trucks and Buses,2004-11-05,Shipped,NYC,USA,0.79,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Friday
10294,S700_3962,Online Mini Collectables,45,100.0,4692.6,Ships,2004-09-10,Shipped,Brickhaven,USA,0.79,2004-09-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,9,Friday
10104,S50_1514,Euro Shopping Channel,32,53.31,1705.92,Trains,2003-01-31,Shipped,Madrid,Spain,0.79,2003-01-01 00:00:00,2003-01-01 00:00:00,2003-01-01 00:00:00,1,Friday
10116,S32_3207,Royale Belge,27,63.38,1711.26,Trains,2003-04-11,Shipped,Charleroi,Belgium,0.79,2003-04-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,4,Friday
10274,S18_1662,Collectables For Less Inc.,41,100.0,6724.0,Planes,2004-07-21,Shipped,Brickhaven,USA,0.78,2004-07-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,7,Wednesday
10222,S18_3029,Collectable Mini Designs Co.,49,94.62,4636.38,Ships,2004-02-19,Shipped,San Diego,USA,0.78,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Thursday
10232,S700_3505,giftsbymail.co.uk,48,96.16,4615.68,Ships,2004-03-20,Shipped,Cowes,UK,0.78,2004-03-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,3,Saturday
10152,S32_3207,"Australian Gift Network, Co",33,50.95,1681.35,Trains,2003-09-25,Shipped,South Brisbane,Australia,0.78,2003-09-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,9,Thursday
10373,S700_1138,"Oulu Toy Supplies, Inc.",44,100.0,4627.92,Ships,2005-01-31,Shipped,Oulu,Finland,0.78,2005-01-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,1,Monday
10188,S10_4698,Herkku Gifts,45,100.0,8714.7,Motorcycles,2003-11-18,Shipped,Bergen,Norway,0.77,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Tuesday
10403,S12_2823,"UK Collectables, Ltd.",66,100.0,8648.64,Motorcycles,2005-04-08,Shipped,Liverpool,UK,0.77,2005-04-01 00:00:00,2005-04-01 00:00:00,2005-01-01 00:00:00,4,Friday
10197,S24_2011,Enaco Distributors,41,100.0,4534.6,Ships,2003-11-26,Shipped,Barcelona,Spain,0.77,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Wednesday
10372,S700_1938,"Tokyo Collectables, Ltd",44,100.0,4496.8,Ships,2005-01-26,Shipped,Minato-ku,Japan,0.76,2005-01-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,1,Wednesday
10261,S24_2011,Quebec Home Shopping Network,36,100.0,4512.6,Ships,2004-06-17,Shipped,Montreal,Canada,0.76,2004-06-01 00:00:00,2004-04-01 00:00:00,2004-01-01 00:00:00,6,Thursday
10155,S18_1662,"Toys of Finland, Co.",38,100.0,6531.44,Planes,2003-10-06,Shipped,Helsinki,Finland,0.75,2003-10-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,10,Monday
10178,S18_1662,Alpha Cognac,42,100.0,6490.68,Planes,2003-11-08,Shipped,Toulouse,France,0.75,2003-11-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,11,Saturday
10153,S700_3505,Euro Shopping Channel,50,88.15,4407.5,Ships,2003-09-28,Shipped,Madrid,Spain,0.75,2003-09-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,9,Sunday
10208,S700_3505,"Saveley & Henriot, Co.",37,100.0,4447.4,Ships,2004-01-02,Shipped,Lyon,France,0.75,2004-01-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,1,Friday
10359,S50_1514,Reims Collectables,25,64.93,1623.25,Trains,2004-12-15,Shipped,Reims,France,0.75,2004-12-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,12,Wednesday
10263,S10_4698,Gift Depot Inc.,41,100.0,8336.94,Motorcycles,2004-06-28,Shipped,Bridgewater,USA,0.74,2004-06-01 00:00:00,2004-04-01 00:00:00,2004-01-01 00:00:00,6,Monday
10145,S12_2823,Toys4GrownUps.com,49,100.0,8339.8,Motorcycles,2003-08-25,Shipped,Pasadena,USA,0.74,2003-08-01 00:00:00,2003-07-01 00:00:00,2003-01-01 00:00:00,8,Monday
10400,S18_1662,The Sharp Gifts Warehouse,34,100.0,6433.82,Planes,2005-04-01,Shipped,San Jose,USA,0.74,2005-04-01 00:00:00,2005-04-01 00:00:00,2005-01-01 00:00:00,4,Friday
10275,S700_2834,La Rochelle Gifts,48,100.0,6378.72,Planes,2004-07-23,Shipped,Nantes,France,0.74,2004-07-01 00:00:00,2004-07-01 00:00:00,2004-01-01 00:00:00,7,Friday
10383,S32_3207,Euro Shopping Channel,44,36.07,1587.08,Trains,2005-02-22,Shipped,Madrid,Spain,0.74,2005-02-01 00:00:00,2005-01-01 00:00:00,2005-01-01 00:00:00,2,Tuesday
10168,S24_1785,Technics Stores Inc.,49,100.0,6433.7,Planes,2003-10-28,Shipped,Burlingame,USA,0.74,2003-10-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,10,Tuesday
10121,S12_2823,Reims Collectables,50,100.0,8284.0,Motorcycles,2003-05-07,Shipped,Reims,France,0.73,2003-05-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,5,Wednesday
10326,S24_2011,"Volvo Model Replicas, Co",41,100.0,4333.29,Ships,2004-11-09,Shipped,Lule,Sweden,0.73,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Tuesday
10208,S24_2011,"Saveley & Henriot, Co.",35,100.0,4301.15,Ships,2004-01-02,Shipped,Lyon,France,0.73,2004-01-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,1,Friday
10341,S12_2823,Salzburg Collectables,55,100.0,8118.55,Motorcycles,2004-11-24,Shipped,Salzburg,Austria,0.72,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Wednesday
10322,S18_2325,Online Diecast Creations Co.,50,100.0,12536.5,Vintage Cars,2004-11-04,Shipped,Nashua,USA,0.72,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Thursday
10339,S24_2841,"Tokyo Collectables, Ltd",55,100.0,6214.45,Planes,2004-11-23,Shipped,Minato-ku,Japan,0.72,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Tuesday
10201,S10_4698,Mini Wheels Co.,49,100.0,8065.89,Motorcycles,2003-12-01,Shipped,San Francisco,USA,0.71,2003-12-01 00:00:00,2003-10-01 00:00:00,2003-01-01 00:00:00,12,Monday
10118,S700_3505,Enaco Distributors,36,100.0,4219.2,Ships,2003-04-21,Shipped,Barcelona,Spain,0.71,2003-04-01 00:00:00,2003-04-01 00:00:00,2003-01-01 00:00:00,4,Monday
10222,S700_3505,Collectable Mini Designs Co.,38,100.0,4187.22,Ships,2004-02-19,Shipped,San Diego,USA,0.71,2004-02-01 00:00:00,2004-01-01 00:00:00,2004-01-01 00:00:00,2,Thursday
10316,S700_2047,giftsbymail.co.uk,45,93.24,4195.8,Ships,2004-11-01,Shipped,Cowes,UK,0.71,2004-11-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,11,Monday
10315,S24_2011,La Rochelle Gifts,35,100.0,4215.05,Ships,2004-10-29,Shipped,Nantes,France,0.71,2004-10-01 00:00:00,2004-10-01 00:00:00,2004-01-01 00:00:00,10,Friday
